dataset,attack,n,rate,seed,mode,method,alpha,threshold,independent_clean_test_fpr,tp,fp,fn,tn,n_flagged,precision,recall,f1,fpr
sst2,scpn,6000,0.0,42,full,PD_label_KL,0.05,0.7886620095900772,0.056074766355140186,0,580,0,5420,580,0.0,,0.0,0.09666666666666666
sst2,scpn,6000,0.0,42,full,PD_observed,0.01,12.290373861789703,0.008246289169873557,0,232,0,5768,232,0.0,,0.0,0.03866666666666667
sst2,scpn,6000,0.0,42,full,PD_observed,0.05,10.839842677116394,0.038482682792743264,0,657,0,5343,657,0.0,,0.0,0.1095
sst2,scpn,6000,0.0,42,full,PD_max_abs,0.01,12.290373861789703,0.008246289169873557,0,232,0,5768,232,0.0,,0.0,0.03866666666666667
sst2,scpn,6000,0.0,42,full,PD_max_abs,0.05,10.90273630619049,0.040131940626717974,0,632,0,5368,632,0.0,,0.0,0.10533333333333333
sst2,scpn,6000,0.0,42,full,PD_positive_oracle,0.01,12.290373861789703,0.008246289169873557,0,209,0,5791,209,0.0,,0.0,0.034833333333333334
sst2,scpn,6000,0.0,42,full,PD_positive_oracle,0.05,10.860384792089462,0.040131940626717974,0,581,0,5419,581,0.0,,0.0,0.09683333333333333
sst2,scpn,6000,0.0,42,full,base_label_NLL,0.01,2.4895765887582084,0.010995052226498075,0,94,0,5906,94,0.0,,0.0,0.015666666666666666
sst2,scpn,6000,0.0,42,full,base_label_NLL,0.05,1.7026181734780128,0.034634414513468936,0,222,0,5778,222,0.0,,0.0,0.037
sst2,scpn,6000,0.0,42,full,adapted_label_NLL,0.01,11.460435677447038,0.003298515667949423,0,0,0,6000,0,0.0,,0.0,0.0
sst2,scpn,6000,0.0,42,full,adapted_label_NLL,0.05,3.8063935353336964,0.05167674546454096,0,0,0,6000,0,0.0,,0.0,0.0
sst2,scpn,6000,0.0,42,full,ZScore_token,0.01,8.763387148512887,0.0,0,0,0,6000,0,0.0,,0.0,0.0
sst2,scpn,6000,0.0,42,full,ZScore_token,0.05,8.144436049538509,0.02583837273227048,0,160,0,5840,160,0.0,,0.0,0.02666666666666667
sst2,scpn,6000,0.0,42,full,ZScore_released_unigram,0.01,8.892225534615436,0.004947773501924134,0,35,0,5965,35,0.0,,0.0,0.005833333333333334
sst2,scpn,6000,0.0,42,full,ZScore_released_unigram,0.05,8.892225534615436,0.004947773501924134,0,35,0,5965,35,0.0,,0.0,0.005833333333333334
sst2,scpn,6000,0.0,42,lora,PD_KL,0.01,0.6735959546236043,0.010445299615173173,0,59,0,5941,59,0.0,,0.0,0.009833333333333333
sst2,scpn,6000,0.0,42,lora,PD_KL,0.05,0.28975662433777927,0.038482682792743264,0,264,0,5736,264,0.0,,0.0,0.044
sst2,scpn,6000,0.0,42,lora,PD_label_KL,0.01,0.6717306130566041,0.010995052226498075,0,59,0,5941,59,0.0,,0.0,0.009833333333333333
sst2,scpn,6000,0.0,42,lora,PD_label_KL,0.05,0.2878136205577944,0.038482682792743264,0,263,0,5737,263,0.0,,0.0,0.043833333333333335
sst2,scpn,6000,0.0,42,lora,PD_observed,0.01,3.804035902023316,0.004947773501924134,0,46,0,5954,46,0.0,,0.0,0.007666666666666666
sst2,scpn,6000,0.0,42,lora,PD_observed,0.05,2.6153900623321533,0.04507971412864211,0,359,0,5641,359,0.0,,0.0,0.059833333333333336
sst2,scpn,6000,0.0,42,lora,PD_max_abs,0.01,3.804035902023316,0.004947773501924134,0,46,0,5954,46,0.0,,0.0,0.007666666666666666
sst2,scpn,6000,0.0,42,lora,PD_max_abs,0.05,2.655067205429077,0.04562946673996701,0,353,0,5647,353,0.0,,0.0,0.058833333333333335
sst2,scpn,6000,0.0,42,lora,PD_positive_oracle,0.01,3.561034679412842,0.008246289169873557,0,69,0,5931,69,0.0,,0.0,0.0115
sst2,scpn,6000,0.0,42,lora,PD_positive_oracle,0.05,2.594450019299984,0.04507971412864211,0,322,0,5678,322,0.0,,0.0,0.05366666666666667
sst2,scpn,6000,0.0,42,lora,base_label_NLL,0.01,2.4895765887582084,0.010995052226498075,0,94,0,5906,94,0.0,,0.0,0.015666666666666666
sst2,scpn,6000,0.0,42,lora,base_label_NLL,0.05,1.7026181734780128,0.034634414513468936,0,222,0,5778,222,0.0,,0.0,0.037
sst2,scpn,6000,0.0,42,lora,adapted_label_NLL,0.01,4.35712601717347,0.003298515667949423,0,20,0,5980,20,0.0,,0.0,0.0033333333333333335
sst2,scpn,6000,0.0,42,lora,adapted_label_NLL,0.05,1.705357952476898,0.04178119846069269,0,221,0,5779,221,0.0,,0.0,0.036833333333333336
sst2,scpn,6000,0.0,42,lora,ZScore_token,0.01,8.763387148512887,0.0,0,0,0,6000,0,0.0,,0.0,0.0
sst2,scpn,6000,0.0,42,lora,ZScore_token,0.05,8.144436049538509,0.02583837273227048,0,160,0,5840,160,0.0,,0.0,0.02666666666666667
sst2,scpn,6000,0.0,42,lora,ZScore_released_unigram,0.01,8.892225534615436,0.004947773501924134,0,35,0,5965,35,0.0,,0.0,0.005833333333333334
sst2,scpn,6000,0.0,42,lora,ZScore_released_unigram,0.05,8.892225534615436,0.004947773501924134,0,35,0,5965,35,0.0,,0.0,0.005833333333333334
sst2,scpn,6000,0.0,43,full,PD_KL,0.01,2.0833406613605816,0.006597031335898846,0,132,0,5868,132,0.0,,0.0,0.022
sst2,scpn,6000,0.0,43,full,PD_KL,0.05,0.8002070968349698,0.054425508521165476,0,568,0,5432,568,0.0,,0.0,0.09466666666666666
sst2,scpn,6000,0.0,43,full,PD_label_KL,0.01,2.079314831031646,0.006597031335898846,0,132,0,5868,132,0.0,,0.0,0.022
sst2,scpn,6000,0.0,43,full,PD_label_KL,0.05,0.794132298047101,0.054425508521165476,0,568,0,5432,568,0.0,,0.0,0.09466666666666666
sst2,scpn,6000,0.0,43,full,PD_observed,0.01,14.126039147377014,0.006597031335898846,0,158,0,5842,158,0.0,,0.0,0.026333333333333334
sst2,scpn,6000,0.0,43,full,PD_observed,0.05,12.275641322135925,0.04947773501924134,0,608,0,5392,608,0.0,,0.0,0.10133333333333333
sst2,scpn,6000,0.0,43,full,PD_max_abs,0.01,14.126039147377014,0.006597031335898846,0,158,0,5842,158,0.0,,0.0,0.026333333333333334
sst2,scpn,6000,0.0,43,full,PD_max_abs,0.05,12.326974928379059,0.04782847718526663,0,584,0,5416,584,0.0,,0.0,0.09733333333333333
sst2,scpn,6000,0.0,43,full,PD_positive_oracle,0.01,14.126039147377014,0.006597031335898846,0,153,0,5847,153,0.0,,0.0,0.0255
sst2,scpn,6000,0.0,43,full,PD_positive_oracle,0.05,12.326974928379059,0.04782847718526663,0,553,0,5447,553,0.0,,0.0,0.09216666666666666
sst2,scpn,6000,0.0,43,full,base_label_NLL,0.01,2.4895765887582084,0.010995052226498075,0,87,0,5913,87,0.0,,0.0,0.0145
sst2,scpn,6000,0.0,43,full,base_label_NLL,0.05,1.7026181734780128,0.034634414513468936,0,215,0,5785,215,0.0,,0.0,0.035833333333333335
sst2,scpn,6000,0.0,43,full,adapted_label_NLL,0.01,11.879982008218834,0.0038482682792743265,0,0,0,6000,0,0.0,,0.0,0.0
sst2,scpn,6000,0.0,43,full,adapted_label_NLL,0.05,4.141943673912552,0.0439802089059923,0,0,0,6000,0,0.0,,0.0,0.0
sst2,scpn,6000,0.0,43,full,ZScore_token,0.01,8.716463972623677,0.0,0,0,0,6000,0,0.0,,0.0,0.0
sst2,scpn,6000,0.0,43,full,ZScore_token,0.05,8.632907598026236,0.019241341396371632,0,114,0,5886,114,0.0,,0.0,0.019
sst2,scpn,6000,0.0,43,full,ZScore_released_unigram,0.01,9.231817519802483,0.0016492578339747114,0,13,0,5987,13,0.0,,0.0,0.0021666666666666666
sst2,scpn,6000,0.0,43,full,ZScore_released_unigram,0.05,8.886858457096322,0.006047278724573941,0,49,0,5951,49,0.0,,0.0,0.008166666666666666
sst2,scpn,6000,0.0,43,lora,PD_KL,0.01,0.6729239400293123,0.012094557449147883,0,49,0,5951,49,0.0,,0.0,0.008166666666666666
sst2,scpn,6000,0.0,43,lora,PD_KL,0.05,0.2932929754920807,0.04123144584936778,0,270,0,5730,270,0.0,,0.0,0.045
sst2,scpn,6000,0.0,43,lora,PD_label_KL,0.01,0.6693044522759306,0.012644310060472787,0,48,0,5952,48,0.0,,0.0,0.008
sst2,scpn,6000,0.0,43,lora,PD_label_KL,0.05,0.2907154512552039,0.04068169323804288,0,269,0,5731,269,0.0,,0.0,0.044833333333333336
sst2,scpn,6000,0.0,43,lora,PD_observed,0.01,3.8835551142692566,0.0038482682792743265,0,38,0,5962,38,0.0,,0.0,0.006333333333333333
sst2,scpn,6000,0.0,43,lora,PD_observed,0.05,2.6646205782890315,0.04452996151731721,0,335,0,5665,335,0.0,,0.0,0.05583333333333333
sst2,scpn,6000,0.0,43,lora,PD_max_abs,0.01,3.8835551142692566,0.0038482682792743265,0,38,0,5962,38,0.0,,0.0,0.006333333333333333
sst2,scpn,6000,0.0,43,lora,PD_max_abs,0.05,2.6778292655944824,0.04892798240791644,0,327,0,5673,327,0.0,,0.0,0.0545
sst2,scpn,6000,0.0,43,lora,PD_positive_oracle,0.01,3.8607296943664555,0.0038482682792743265,0,37,0,5963,37,0.0,,0.0,0.006166666666666667
sst2,scpn,6000,0.0,43,lora,PD_positive_oracle,0.05,2.621143341064453,0.04837822979659153,0,313,0,5687,313,0.0,,0.0,0.05216666666666667
sst2,scpn,6000,0.0,43,lora,base_label_NLL,0.01,2.4895765887582084,0.010995052226498075,0,87,0,5913,87,0.0,,0.0,0.0145
sst2,scpn,6000,0.0,43,lora,base_label_NLL,0.05,1.7026181734780128,0.034634414513468936,0,215,0,5785,215,0.0,,0.0,0.035833333333333335
sst2,scpn,6000,0.0,43,lora,adapted_label_NLL,0.01,4.140840103204656,0.0038482682792743265,0,26,0,5974,26,0.0,,0.0,0.004333333333333333
sst2,scpn,6000,0.0,43,lora,adapted_label_NLL,0.05,1.6323908245697587,0.04617921935129192,0,229,0,5771,229,0.0,,0.0,0.03816666666666667
sst2,scpn,6000,0.0,43,lora,ZScore_token,0.01,8.716463972623677,0.0,0,0,0,6000,0,0.0,,0.0,0.0
sst2,scpn,6000,0.0,43,lora,ZScore_token,0.05,8.632907598026236,0.019241341396371632,0,114,0,5886,114,0.0,,0.0,0.019
sst2,scpn,6000,0.0,43,lora,ZScore_released_unigram,0.01,9.231817519802483,0.0016492578339747114,0,13,0,5987,13,0.0,,0.0,0.0021666666666666666
sst2,scpn,6000,0.0,43,lora,ZScore_released_unigram,0.05,8.886858457096322,0.006047278724573941,0,49,0,5951,49,0.0,,0.0,0.008166666666666666
sst2,scpn,6000,0.0,44,full,PD_KL,0.01,1.9224003067312367,0.007142857142857143,0,161,0,5839,161,0.0,,0.0,0.026833333333333334
sst2,scpn,6000,0.0,44,full,PD_KL,0.05,0.7544182172925272,0.0521978021978022,0,605,0,5395,605,0.0,,0.0,0.10083333333333333
sst2,scpn,6000,0.0,44,full,PD_label_KL,0.01,1.9208074546928633,0.007142857142857143,0,161,0,5839,161,0.0,,0.0,0.026833333333333334
sst2,scpn,6000,0.0,44,full,PD_label_KL,0.05,0.7510105679482271,0.05274725274725275,0,604,0,5396,604,0.0,,0.0,0.10066666666666667
sst2,scpn,6000,0.0,44,full,PD_observed,0.01,13.99577522277832,0.0027472527472527475,0,149,0,5851,149,0.0,,0.0,0.024833333333333332
sst2,scpn,6000,0.0,44,full,PD_observed,0.05,11.898060157895088,0.05,0,649,0,5351,649,0.0,,0.0,0.10816666666666666
sst2,scpn,6000,0.0,44,full,PD_max_abs,0.01,13.99577522277832,0.0027472527472527475,0,149,0,5851,149,0.0,,0.0,0.024833333333333332
sst2,scpn,6000,0.0,44,full,PD_max_abs,0.05,12.017730206251144,0.0478021978021978,0,599,0,5401,599,0.0,,0.0,0.09983333333333333
sst2,scpn,6000,0.0,44,full,PD_positive_oracle,0.01,13.99577522277832,0.0027472527472527475,0,143,0,5857,143,0.0,,0.0,0.023833333333333335
sst2,scpn,6000,0.0,44,full,PD_positive_oracle,0.05,12.017730206251144,0.0478021978021978,0,571,0,5429,571,0.0,,0.0,0.09516666666666666
sst2,scpn,6000,0.0,44,full,base_label_NLL,0.01,2.4895765887582084,0.01098901098901099,0,86,0,5914,86,0.0,,0.0,0.014333333333333333
sst2,scpn,6000,0.0,44,full,base_label_NLL,0.05,1.7026181734780128,0.03461538461538462,0,218,0,5782,218,0.0,,0.0,0.036333333333333336
sst2,scpn,6000,0.0,44,full,adapted_label_NLL,0.01,11.155321890050292,0.004395604395604396,0,0,0,6000,0,0.0,,0.0,0.0
sst2,scpn,6000,0.0,44,full,adapted_label_NLL,0.05,3.712376072348904,0.0510989010989011,0,0,0,6000,0,0.0,,0.0,0.0
sst2,scpn,6000,0.0,44,full,ZScore_token,0.01,8.675751075060758,0.0,0,0,0,6000,0,0.0,,0.0,0.0
sst2,scpn,6000,0.0,44,full,ZScore_token,0.05,8.529805141829193,0.025824175824175823,0,162,0,5838,162,0.0,,0.0,0.027
sst2,scpn,6000,0.0,44,full,ZScore_released_unigram,0.01,9.287137587425752,0.004945054945054945,0,37,0,5963,37,0.0,,0.0,0.006166666666666667
sst2,scpn,6000,0.0,44,full,ZScore_released_unigram,0.05,8.626073668662933,0.006043956043956044,0,50,0,5950,50,0.0,,0.0,0.008333333333333333
sst2,scpn,6000,0.0,44,lora,PD_KL,0.01,0.7444738261589331,0.00934065934065934,0,51,0,5949,51,0.0,,0.0,0.0085
sst2,scpn,6000,0.0,44,lora,PD_KL,0.05,0.2958825576232127,0.04010989010989011,0,280,0,5720,280,0.0,,0.0,0.04666666666666667
sst2,scpn,6000,0.0,44,lora,PD_label_KL,0.01,0.7354612123537401,0.00934065934065934,0,52,0,5948,52,0.0,,0.0,0.008666666666666666
sst2,scpn,6000,0.0,44,lora,PD_label_KL,0.05,0.2944582424486059,0.03956043956043956,0,281,0,5719,281,0.0,,0.0,0.04683333333333333
sst2,scpn,6000,0.0,44,lora,PD_observed,0.01,3.993753880262375,0.004395604395604396,0,40,0,5960,40,0.0,,0.0,0.006666666666666667
sst2,scpn,6000,0.0,44,lora,PD_observed,0.05,2.68036413192749,0.04725274725274725,0,349,0,5651,349,0.0,,0.0,0.058166666666666665
sst2,scpn,6000,0.0,44,lora,PD_max_abs,0.01,3.993753880262375,0.004945054945054945,0,40,0,5960,40,0.0,,0.0,0.006666666666666667
sst2,scpn,6000,0.0,44,lora,PD_max_abs,0.05,2.7851176261901855,0.04285714285714286,0,304,0,5696,304,0.0,,0.0,0.050666666666666665
sst2,scpn,6000,0.0,44,lora,PD_positive_oracle,0.01,3.893858909606934,0.006043956043956044,0,42,0,5958,42,0.0,,0.0,0.007
sst2,scpn,6000,0.0,44,lora,PD_positive_oracle,0.05,2.713720440864563,0.04065934065934066,0,290,0,5710,290,0.0,,0.0,0.04833333333333333
sst2,scpn,6000,0.0,44,lora,base_label_NLL,0.01,2.4895765887582084,0.01098901098901099,0,86,0,5914,86,0.0,,0.0,0.014333333333333333
sst2,scpn,6000,0.0,44,lora,base_label_NLL,0.05,1.7026181734780128,0.03461538461538462,0,218,0,5782,218,0.0,,0.0,0.036333333333333336
sst2,scpn,6000,0.0,44,lora,adapted_label_NLL,0.01,4.01220849228196,0.0038461538461538464,0,30,0,5970,30,0.0,,0.0,0.005
sst2,scpn,6000,0.0,44,lora,adapted_label_NLL,0.05,1.852058707672077,0.03901098901098901,0,200,0,5800,200,0.0,,0.0,0.03333333333333333
sst2,scpn,6000,0.0,44,lora,ZScore_token,0.01,8.675751075060758,0.0,0,0,0,6000,0,0.0,,0.0,0.0
sst2,scpn,6000,0.0,44,lora,ZScore_token,0.05,8.529805141829193,0.025824175824175823,0,162,0,5838,162,0.0,,0.0,0.027
sst2,scpn,6000,0.0,44,lora,ZScore_released_unigram,0.01,9.287137587425752,0.004945054945054945,0,37,0,5963,37,0.0,,0.0,0.006166666666666667
sst2,scpn,6000,0.0,44,lora,ZScore_released_unigram,0.05,8.626073668662933,0.006043956043956044,0,50,0,5950,50,0.0,,0.0,0.008333333333333333
