dataset,attack,n,rate,seed,mode,method,alpha,threshold,independent_clean_test_fpr,tp,fp,fn,tn,n_flagged,precision,recall,f1,fpr
imdb,cf,10000,0.005,42,full,PD_KL,0.01,1.9239396426105801,0.011,34,453,16,9497,487,0.06981519507186858,0.68,0.1266294227188082,0.045527638190954775
imdb,cf,10000,0.005,42,full,PD_KL,0.05,0.9711696693877246,0.063,44,1152,6,8798,1196,0.03678929765886288,0.88,0.07062600321027288,0.11577889447236181
imdb,cf,10000,0.005,42,full,PD_label_KL,0.01,1.9211522738028024,0.011,34,452,16,9498,486,0.06995884773662552,0.68,0.12686567164179105,0.04542713567839196
imdb,cf,10000,0.005,42,full,PD_label_KL,0.05,0.9555403343703129,0.064,44,1159,6,8791,1203,0.03657522859517872,0.88,0.07023144453312051,0.11648241206030151
imdb,cf,10000,0.005,42,full,PD_observed,0.01,12.761101365089417,0.008,19,575,31,9375,594,0.03198653198653199,0.38,0.059006211180124224,0.05778894472361809
imdb,cf,10000,0.005,42,full,PD_observed,0.05,11.07282567024231,0.051,29,1611,21,8339,1640,0.01768292682926829,0.58,0.03431952662721893,0.16190954773869345
imdb,cf,10000,0.005,42,full,PD_max_abs,0.01,12.902737885713577,0.009,19,523,31,9427,542,0.03505535055350553,0.38,0.06418918918918919,0.05256281407035176
imdb,cf,10000,0.005,42,full,PD_max_abs,0.05,11.224013805389404,0.052,28,1479,22,8471,1507,0.0185799601857996,0.56,0.03596660244059088,0.148643216080402
imdb,cf,10000,0.005,42,full,PD_positive_oracle,0.01,12.761101365089417,0.008,19,369,31,9581,388,0.04896907216494845,0.38,0.0867579908675799,0.03708542713567839
imdb,cf,10000,0.005,42,full,PD_positive_oracle,0.05,10.339130520820618,0.053,35,1336,15,8614,1371,0.025528811086797956,0.7,0.04926108374384237,0.1342713567839196
imdb,cf,10000,0.005,42,full,base_label_NLL,0.01,3.6276549794948463,0.007,20,87,30,9863,107,0.18691588785046728,0.4,0.25477707006369427,0.008743718592964824
imdb,cf,10000,0.005,42,full,base_label_NLL,0.05,1.8531596375172894,0.052,35,490,15,9460,525,0.06666666666666667,0.7,0.12173913043478261,0.04924623115577889
imdb,cf,10000,0.005,42,full,adapted_label_NLL,0.01,11.592414614741573,0.007,0,0,50,9950,0,0.0,0.0,0.0,0.0
imdb,cf,10000,0.005,42,full,adapted_label_NLL,0.05,6.583400087129329,0.048,0,1,50,9949,1,0.0,0.0,0.0,0.00010050251256281407
imdb,cf,10000,0.005,42,full,ZScore_token,0.01,24.422443105049446,0.0,0,0,50,9950,0,0.0,0.0,0.0,0.0
imdb,cf,10000,0.005,42,full,ZScore_token,0.05,24.422443105049446,0.0,0,0,50,9950,0,0.0,0.0,0.0,0.0
imdb,cf,10000,0.005,42,full,ZScore_released_unigram,0.01,25.232974559636467,0.0,0,0,50,9950,0,0.0,0.0,0.0,0.0
imdb,cf,10000,0.005,42,full,ZScore_released_unigram,0.05,24.117255661951347,0.045,13,456,37,9494,469,0.02771855010660981,0.26,0.05009633911368015,0.04582914572864322
imdb,cf,10000,0.005,43,full,PD_KL,0.01,1.6210837399162656,0.022,35,617,15,9333,652,0.05368098159509203,0.7,0.09971509971509972,0.062010050251256284
imdb,cf,10000,0.005,43,full,PD_KL,0.05,0.8997205874588027,0.071,41,1263,9,8687,1304,0.03144171779141104,0.82,0.060561299852289516,0.12693467336683417
imdb,cf,10000,0.005,43,full,PD_label_KL,0.01,1.6002522703107276,0.022,35,624,15,9326,659,0.05311077389984825,0.7,0.09873060648801128,0.06271356783919597
imdb,cf,10000,0.005,43,full,PD_label_KL,0.05,0.8872841164521187,0.072,41,1274,9,8676,1315,0.0311787072243346,0.82,0.060073260073260075,0.12804020100502514
imdb,cf,10000,0.005,43,full,PD_observed,0.01,13.092332959175108,0.012,25,612,25,9338,637,0.03924646781789639,0.5,0.07278020378457059,0.061507537688442214
imdb,cf,10000,0.005,43,full,PD_observed,0.05,11.558851301670074,0.056,41,1608,9,8342,1649,0.024863553668890235,0.82,0.04826368452030606,0.16160804020100503
imdb,cf,10000,0.005,43,full,PD_max_abs,0.01,13.241913437843323,0.009,24,561,26,9389,585,0.041025641025641026,0.48,0.07559055118110236,0.056381909547738696
imdb,cf,10000,0.005,43,full,PD_max_abs,0.05,11.663792550563812,0.054,40,1524,10,8426,1564,0.02557544757033248,0.8,0.04956629491945477,0.15316582914572865
imdb,cf,10000,0.005,43,full,PD_positive_oracle,0.01,13.092332959175108,0.012,25,455,25,9495,480,0.052083333333333336,0.5,0.09433962264150944,0.0457286432160804
imdb,cf,10000,0.005,43,full,PD_positive_oracle,0.05,11.357229392975569,0.05,42,1206,8,8744,1248,0.03365384615384615,0.84,0.06471494607087827,0.12120603015075376
imdb,cf,10000,0.005,43,full,base_label_NLL,0.01,3.6276549794948463,0.007,16,90,34,9860,106,0.1509433962264151,0.32,0.20512820512820512,0.009045226130653266
imdb,cf,10000,0.005,43,full,base_label_NLL,0.05,1.8531596375172894,0.052,34,518,16,9432,552,0.06159420289855073,0.68,0.11295681063122924,0.05206030150753769
imdb,cf,10000,0.005,43,full,adapted_label_NLL,0.01,11.566048210441378,0.014,0,0,50,9950,0,0.0,0.0,0.0,0.0
imdb,cf,10000,0.005,43,full,adapted_label_NLL,0.05,7.422413755578944,0.035,0,0,50,9950,0,0.0,0.0,0.0,0.0
imdb,cf,10000,0.005,43,full,ZScore_token,0.01,24.307426234760673,0.0,0,0,50,9950,0,0.0,0.0,0.0,0.0
imdb,cf,10000,0.005,43,full,ZScore_token,0.05,24.307426234760673,0.0,0,0,50,9950,0,0.0,0.0,0.0,0.0
imdb,cf,10000,0.005,43,full,ZScore_released_unigram,0.01,25.083026366535822,0.0,0,0,50,9950,0,0.0,0.0,0.0,0.0
imdb,cf,10000,0.005,43,full,ZScore_released_unigram,0.05,23.972499562725396,0.045,16,452,34,9498,468,0.03418803418803419,0.32,0.06177606177606178,0.04542713567839196
imdb,cf,10000,0.005,44,full,PD_KL,0.01,1.807659003475798,0.015,31,518,19,9432,549,0.056466302367941715,0.62,0.10350584307178631,0.05206030150753769
imdb,cf,10000,0.005,44,full,PD_KL,0.05,0.8819399061716872,0.068,40,1285,10,8665,1325,0.03018867924528302,0.8,0.05818181818181818,0.12914572864321608
imdb,cf,10000,0.005,44,full,PD_label_KL,0.01,1.8045049875609833,0.015,31,517,19,9433,548,0.05656934306569343,0.62,0.10367892976588629,0.051959798994974875
imdb,cf,10000,0.005,44,full,PD_label_KL,0.05,0.8751516920678853,0.067,40,1286,10,8664,1326,0.030165912518853696,0.8,0.05813953488372093,0.1292462311557789
imdb,cf,10000,0.005,44,full,PD_observed,0.01,11.397351622581482,0.005,28,579,22,9371,607,0.04612850082372323,0.56,0.0852359208523592,0.05819095477386935
imdb,cf,10000,0.005,44,full,PD_observed,0.05,9.471402954310179,0.052,41,1900,9,8050,1941,0.0211231324059763,0.82,0.04118533400301356,0.19095477386934673
imdb,cf,10000,0.005,44,full,PD_max_abs,0.01,11.513556063175201,0.004,28,533,22,9417,561,0.049910873440285206,0.56,0.09165302782324058,0.0535678391959799
imdb,cf,10000,0.005,44,full,PD_max_abs,0.05,9.527092635631561,0.053,41,1849,9,8101,1890,0.021693121693121695,0.82,0.042268041237113405,0.1858291457286432
imdb,cf,10000,0.005,44,full,PD_positive_oracle,0.01,11.414760947227478,0.004,28,361,22,9589,389,0.07197943444730077,0.56,0.1275626423690205,0.03628140703517588
imdb,cf,10000,0.005,44,full,PD_positive_oracle,0.05,8.915252342820168,0.053,43,1500,7,8450,1543,0.027867790019442645,0.86,0.05398618957940992,0.1507537688442211
imdb,cf,10000,0.005,44,full,base_label_NLL,0.01,3.6276549794948463,0.007,15,82,35,9868,97,0.15463917525773196,0.3,0.20408163265306123,0.008241206030150754
imdb,cf,10000,0.005,44,full,base_label_NLL,0.05,1.8531596375172894,0.052,31,514,19,9436,545,0.05688073394495413,0.62,0.10420168067226891,0.05165829145728643
imdb,cf,10000,0.005,44,full,adapted_label_NLL,0.01,10.591659398537985,0.011,0,0,50,9950,0,0.0,0.0,0.0,0.0
imdb,cf,10000,0.005,44,full,adapted_label_NLL,0.05,6.5822172628747015,0.053,0,2,50,9948,2,0.0,0.0,0.0,0.00020100502512562814
imdb,cf,10000,0.005,44,full,ZScore_token,0.01,23.956811802392878,0.0,0,0,50,9950,0,0.0,0.0,0.0,0.0
imdb,cf,10000,0.005,44,full,ZScore_token,0.05,23.956811802392878,0.0,0,0,50,9950,0,0.0,0.0,0.0,0.0
imdb,cf,10000,0.005,44,full,ZScore_released_unigram,0.01,26.27751983726763,0.0,0,0,50,9950,0,0.0,0.0,0.0,0.0
imdb,cf,10000,0.005,44,full,ZScore_released_unigram,0.05,25.16692015394966,0.045,14,459,36,9491,473,0.02959830866807611,0.28,0.05353728489483748,0.04613065326633166
imdb,cf,10000,0.01,42,full,PD_KL,0.01,1.8701841842739781,0.009,67,468,33,9432,535,0.1252336448598131,0.67,0.2110236220472441,0.04727272727272727
imdb,cf,10000,0.01,42,full,PD_KL,0.05,0.9156234832431107,0.057,85,1212,15,8688,1297,0.06553585196607556,0.85,0.12168933428775948,0.12242424242424242
imdb,cf,10000,0.01,42,full,PD_label_KL,0.01,1.867029706107528,0.009,67,467,33,9433,534,0.1254681647940075,0.67,0.2113564668769716,0.04717171717171717
imdb,cf,10000,0.01,42,full,PD_label_KL,0.05,0.880182598762712,0.056,85,1247,15,8653,1332,0.06381381381381382,0.85,0.11871508379888268,0.12595959595959597
imdb,cf,10000,0.01,42,full,PD_observed,0.01,12.933604121208191,0.009,80,465,20,9435,545,0.14678899082568808,0.8,0.24806201550387597,0.04696969696969697
imdb,cf,10000,0.01,42,full,PD_observed,0.05,10.879037722945212,0.049,95,1503,5,8397,1598,0.05944931163954944,0.95,0.11189634864546526,0.15181818181818182
imdb,cf,10000,0.01,42,full,PD_max_abs,0.01,12.944555938243866,0.01,80,465,20,9435,545,0.14678899082568808,0.8,0.24806201550387597,0.04696969696969697
imdb,cf,10000,0.01,42,full,PD_max_abs,0.05,10.998521089553833,0.05,94,1407,6,8493,1501,0.0626249167221852,0.94,0.1174266083697689,0.14212121212121212
imdb,cf,10000,0.01,42,full,PD_positive_oracle,0.01,12.944555938243866,0.01,80,336,20,9564,416,0.19230769230769232,0.8,0.31007751937984496,0.03393939393939394
imdb,cf,10000,0.01,42,full,PD_positive_oracle,0.05,10.346773028373718,0.057,97,1289,3,8611,1386,0.06998556998556998,0.97,0.13055181695827725,0.1302020202020202
imdb,cf,10000,0.01,42,full,base_label_NLL,0.01,3.6276549794948463,0.007,45,87,55,9813,132,0.3409090909090909,0.45,0.3879310344827586,0.008787878787878787
imdb,cf,10000,0.01,42,full,base_label_NLL,0.05,1.8531596375172894,0.052,67,490,33,9410,557,0.12028725314183124,0.67,0.2039573820395738,0.049494949494949494
imdb,cf,10000,0.01,42,full,adapted_label_NLL,0.01,11.153130437446196,0.012,0,0,100,9900,0,0.0,0.0,0.0,0.0
imdb,cf,10000,0.01,42,full,adapted_label_NLL,0.05,6.512917892964879,0.048,0,0,100,9900,0,0.0,0.0,0.0,0.0
imdb,cf,10000,0.01,42,full,ZScore_token,0.01,24.080631052427467,0.0,0,0,100,9900,0,0.0,0.0,0.0,0.0
imdb,cf,10000,0.01,42,full,ZScore_token,0.05,24.080631052427467,0.0,0,0,100,9900,0,0.0,0.0,0.0,0.0
imdb,cf,10000,0.01,42,full,ZScore_released_unigram,0.01,24.41956221086337,0.0,0,0,100,9900,0,0.0,0.0,0.0,0.0
imdb,cf,10000,0.01,42,full,ZScore_released_unigram,0.05,24.360497297111653,0.045,29,456,71,9444,485,0.05979381443298969,0.29,0.09914529914529914,0.04606060606060606
imdb,cf,10000,0.01,43,full,PD_KL,0.01,1.5900148586201266,0.027,71,633,29,9267,704,0.10085227272727272,0.71,0.17661691542288557,0.06393939393939393
imdb,cf,10000,0.01,43,full,PD_KL,0.05,0.9437510960519551,0.065,78,1206,22,8694,1284,0.06074766355140187,0.78,0.11271676300578035,0.12181818181818181
imdb,cf,10000,0.01,43,full,PD_label_KL,0.01,1.5876283201860175,0.027,71,629,29,9271,700,0.10142857142857142,0.71,0.1775,0.06353535353535354
imdb,cf,10000,0.01,43,full,PD_label_KL,0.05,0.8972867333764862,0.073,78,1261,22,8639,1339,0.05825242718446602,0.78,0.10840861709520501,0.12737373737373736
imdb,cf,10000,0.01,43,full,PD_observed,0.01,13.640649676322937,0.013,89,643,11,9257,732,0.12158469945355191,0.89,0.21394230769230768,0.06494949494949495
imdb,cf,10000,0.01,43,full,PD_observed,0.05,12.204401969909668,0.056,97,1444,3,8456,1541,0.06294613887086307,0.97,0.1182205971968312,0.14585858585858585
imdb,cf,10000,0.01,43,full,PD_max_abs,0.01,13.755683422088625,0.012,89,591,11,9309,680,0.13088235294117648,0.89,0.2282051282051282,0.0596969696969697
imdb,cf,10000,0.01,43,full,PD_max_abs,0.05,12.236796006560327,0.056,97,1414,3,8486,1511,0.0641958967571145,0.97,0.12042209807572936,0.14282828282828283
imdb,cf,10000,0.01,43,full,PD_positive_oracle,0.01,13.670937895774841,0.012,89,507,11,9393,596,0.1493288590604027,0.89,0.2557471264367816,0.05121212121212121
imdb,cf,10000,0.01,43,full,PD_positive_oracle,0.05,12.217266619205475,0.049,97,1082,3,8818,1179,0.08227311280746395,0.97,0.15168100078186084,0.10929292929292929
imdb,cf,10000,0.01,43,full,base_label_NLL,0.01,3.6276549794948463,0.007,29,89,71,9811,118,0.2457627118644068,0.29,0.26605504587155965,0.00898989898989899
imdb,cf,10000,0.01,43,full,base_label_NLL,0.05,1.8531596375172894,0.052,66,515,34,9385,581,0.11359724612736662,0.66,0.19383259911894274,0.05202020202020202
imdb,cf,10000,0.01,43,full,adapted_label_NLL,0.01,12.7038103934997,0.01,0,0,100,9900,0,0.0,0.0,0.0,0.0
imdb,cf,10000,0.01,43,full,adapted_label_NLL,0.05,7.574138305584755,0.039,0,0,100,9900,0,0.0,0.0,0.0,0.0
imdb,cf,10000,0.01,43,full,ZScore_token,0.01,24.143093122977696,0.0,0,0,100,9900,0,0.0,0.0,0.0,0.0
imdb,cf,10000,0.01,43,full,ZScore_token,0.05,24.143093122977696,0.0,0,0,100,9900,0,0.0,0.0,0.0,0.0
imdb,cf,10000,0.01,43,full,ZScore_released_unigram,0.01,25.16256598262909,0.0,0,0,100,9900,0,0.0,0.0,0.0,0.0
imdb,cf,10000,0.01,43,full,ZScore_released_unigram,0.05,25.16256598262909,0.0,0,0,100,9900,0,0.0,0.0,0.0,0.0
imdb,cf,10000,0.01,44,full,PD_KL,0.01,1.8022741327209022,0.02,66,519,34,9381,585,0.11282051282051282,0.66,0.1927007299270073,0.05242424242424242
imdb,cf,10000,0.01,44,full,PD_KL,0.05,0.9710712043383911,0.063,81,1161,19,8739,1242,0.06521739130434782,0.81,0.12071535022354694,0.11727272727272728
imdb,cf,10000,0.01,44,full,PD_label_KL,0.01,1.7968975806666267,0.021,66,519,34,9381,585,0.11282051282051282,0.66,0.1927007299270073,0.05242424242424242
imdb,cf,10000,0.01,44,full,PD_label_KL,0.05,0.9353639266258756,0.066,81,1195,19,8705,1276,0.06347962382445141,0.81,0.11773255813953488,0.12070707070707071
imdb,cf,10000,0.01,44,full,PD_observed,0.01,11.419743586331606,0.005,91,618,9,9282,709,0.12834978843441466,0.91,0.2249690976514215,0.062424242424242424
imdb,cf,10000,0.01,44,full,PD_observed,0.05,9.74760285206139,0.041,99,1751,1,8149,1850,0.053513513513513515,0.99,0.10153846153846154,0.17686868686868687
imdb,cf,10000,0.01,44,full,PD_max_abs,0.01,11.496539235115051,0.006,89,590,11,9310,679,0.13107511045655376,0.89,0.22849807445442877,0.0595959595959596
imdb,cf,10000,0.01,44,full,PD_max_abs,0.05,9.89165410399437,0.041,99,1642,1,8258,1741,0.05686387133831131,0.99,0.10755024443237371,0.16585858585858587
imdb,cf,10000,0.01,44,full,PD_positive_oracle,0.01,11.340843826532364,0.005,91,346,9,9554,437,0.20823798627002288,0.91,0.33891992551210426,0.03494949494949495
imdb,cf,10000,0.01,44,full,PD_positive_oracle,0.05,8.832009315490723,0.053,99,1431,1,8469,1530,0.06470588235294118,0.99,0.12147239263803682,0.14454545454545453
imdb,cf,10000,0.01,44,full,base_label_NLL,0.01,3.6276549794948463,0.007,33,81,67,9819,114,0.2894736842105263,0.33,0.308411214953271,0.008181818181818182
imdb,cf,10000,0.01,44,full,base_label_NLL,0.05,1.8531596375172894,0.052,66,510,34,9390,576,0.11458333333333333,0.66,0.1952662721893491,0.051515151515151514
imdb,cf,10000,0.01,44,full,adapted_label_NLL,0.01,10.830562648082632,0.009,0,0,100,9900,0,0.0,0.0,0.0,0.0
imdb,cf,10000,0.01,44,full,adapted_label_NLL,0.05,6.782602594012471,0.049,0,1,100,9899,1,0.0,0.0,0.0,0.00010101010101010101
imdb,cf,10000,0.01,44,full,ZScore_token,0.01,23.663335466409176,0.0,0,0,100,9900,0,0.0,0.0,0.0,0.0
imdb,cf,10000,0.01,44,full,ZScore_token,0.05,23.663335466409176,0.0,0,0,100,9900,0,0.0,0.0,0.0,0.0
imdb,cf,10000,0.01,44,full,ZScore_released_unigram,0.01,25.360807302439078,0.0,0,0,100,9900,0,0.0,0.0,0.0,0.0
