dataset,attack,n,rate,seed,mode,method,auroc,auprc,budget_pct,tp,fp,fn,tn,n_flagged,precision,recall,f1,fpr
imdb,cf,10000,0.05,43,full,ZScore_released_unigram,0.28078442105263157,0.04964792851761962,10,0,1000,500,8500,1000,0.0,0.0,0.0,0.10526315789473684
imdb,cf,10000,0.05,43,lora,PD_KL,0.9805734736842106,0.9138026555312128,1,100,0,400,9500,100,1.0,0.2,0.3333333333333333,0.0
imdb,cf,10000,0.05,43,lora,PD_KL,0.9805734736842106,0.9138026555312128,3,299,1,201,9499,300,0.9966666666666667,0.598,0.7475,0.00010526315789473685
imdb,cf,10000,0.05,43,lora,PD_KL,0.9805734736842106,0.9138026555312128,5,423,77,77,9423,500,0.846,0.846,0.846,0.008105263157894737
imdb,cf,10000,0.05,43,lora,PD_KL,0.9805734736842106,0.9138026555312128,10,463,537,37,8963,1000,0.463,0.926,0.6173333333333333,0.05652631578947368
imdb,cf,10000,0.05,43,lora,PD_label_KL,0.9820345263157894,0.9141914794701391,1,100,0,400,9500,100,1.0,0.2,0.3333333333333333,0.0
imdb,cf,10000,0.05,43,lora,PD_label_KL,0.9820345263157894,0.9141914794701391,3,299,1,201,9499,300,0.9966666666666667,0.598,0.7475,0.00010526315789473685
imdb,cf,10000,0.05,43,lora,PD_label_KL,0.9820345263157894,0.9141914794701391,5,423,77,77,9423,500,0.846,0.846,0.846,0.008105263157894737
imdb,cf,10000,0.05,43,lora,PD_label_KL,0.9820345263157894,0.9141914794701391,10,463,537,37,8963,1000,0.463,0.926,0.6173333333333333,0.05652631578947368
imdb,cf,10000,0.05,43,lora,PD_observed,0.9958941052631578,0.9818846486464585,1,100,0,400,9500,100,1.0,0.2,0.3333333333333333,0.0
imdb,cf,10000,0.05,43,lora,PD_observed,0.9958941052631578,0.9818846486464585,3,300,0,200,9500,300,1.0,0.6,0.75,0.0
imdb,cf,10000,0.05,43,lora,PD_observed,0.9958941052631578,0.9818846486464585,5,473,27,27,9473,500,0.946,0.946,0.946,0.002842105263157895
imdb,cf,10000,0.05,43,lora,PD_observed,0.9958941052631578,0.9818846486464585,10,494,506,6,8994,1000,0.494,0.988,0.6586666666666666,0.05326315789473684
imdb,cf,10000,0.05,43,lora,PD_max_abs,0.9952505263157895,0.9815749249419484,1,100,0,400,9500,100,1.0,0.2,0.3333333333333333,0.0
imdb,cf,10000,0.05,43,lora,PD_max_abs,0.9952505263157895,0.9815749249419484,3,300,0,200,9500,300,1.0,0.6,0.75,0.0
imdb,cf,10000,0.05,43,lora,PD_max_abs,0.9952505263157895,0.9815749249419484,5,473,27,27,9473,500,0.946,0.946,0.946,0.002842105263157895
imdb,cf,10000,0.05,43,lora,PD_max_abs,0.9952505263157895,0.9815749249419484,10,494,506,6,8994,1000,0.494,0.988,0.6586666666666666,0.05326315789473684
imdb,cf,10000,0.05,43,lora,PD_positive_oracle,0.9969976842105264,0.9829427889802674,1,100,0,400,9500,100,1.0,0.2,0.3333333333333333,0.0
imdb,cf,10000,0.05,43,lora,PD_positive_oracle,0.9969976842105264,0.9829427889802674,3,300,0,200,9500,300,1.0,0.6,0.75,0.0
imdb,cf,10000,0.05,43,lora,PD_positive_oracle,0.9969976842105264,0.9829427889802674,5,473,27,27,9473,500,0.946,0.946,0.946,0.002842105263157895
imdb,cf,10000,0.05,43,lora,PD_positive_oracle,0.9969976842105264,0.9829427889802674,10,494,506,6,8994,1000,0.494,0.988,0.6586666666666666,0.05326315789473684
imdb,cf,10000,0.05,43,lora,base_label_NLL,0.9238671578947368,0.49620453286097466,1,72,28,428,9472,100,0.72,0.144,0.24,0.0029473684210526317
imdb,cf,10000,0.05,43,lora,base_label_NLL,0.9238671578947368,0.49620453286097466,3,185,115,315,9385,300,0.6166666666666667,0.37,0.4625,0.012105263157894737
imdb,cf,10000,0.05,43,lora,base_label_NLL,0.9238671578947368,0.49620453286097466,5,254,246,246,9254,500,0.508,0.508,0.508,0.025894736842105262
imdb,cf,10000,0.05,43,lora,base_label_NLL,0.9238671578947368,0.49620453286097466,10,355,645,145,8855,1000,0.355,0.71,0.47333333333333333,0.06789473684210526
imdb,cf,10000,0.05,43,lora,adapted_label_NLL,0.28728189473684207,0.033119144541974954,1,0,100,500,9400,100,0.0,0.0,0.0,0.010526315789473684
imdb,cf,10000,0.05,43,lora,adapted_label_NLL,0.28728189473684207,0.033119144541974954,3,0,300,500,9200,300,0.0,0.0,0.0,0.031578947368421054
imdb,cf,10000,0.05,43,lora,adapted_label_NLL,0.28728189473684207,0.033119144541974954,5,0,500,500,9000,500,0.0,0.0,0.0,0.05263157894736842
imdb,cf,10000,0.05,43,lora,adapted_label_NLL,0.28728189473684207,0.033119144541974954,10,0,1000,500,8500,1000,0.0,0.0,0.0,0.10526315789473684
imdb,cf,10000,0.05,43,lora,ZScore_token,0.793578947368421,0.20308692120227456,1,0,100,500,9400,100,0.0,0.0,0.0,0.010526315789473684
imdb,cf,10000,0.05,43,lora,ZScore_token,0.793578947368421,0.20308692120227456,3,0,300,500,9200,300,0.0,0.0,0.0,0.031578947368421054
imdb,cf,10000,0.05,43,lora,ZScore_token,0.793578947368421,0.20308692120227456,5,0,500,500,9000,500,0.0,0.0,0.0,0.05263157894736842
imdb,cf,10000,0.05,43,lora,ZScore_token,0.793578947368421,0.20308692120227456,10,0,1000,500,8500,1000,0.0,0.0,0.0,0.10526315789473684
imdb,cf,10000,0.05,43,lora,ZScore_released_unigram,0.28078442105263157,0.04964792851761962,1,0,100,500,9400,100,0.0,0.0,0.0,0.010526315789473684
imdb,cf,10000,0.05,43,lora,ZScore_released_unigram,0.28078442105263157,0.04964792851761962,3,0,300,500,9200,300,0.0,0.0,0.0,0.031578947368421054
imdb,cf,10000,0.05,43,lora,ZScore_released_unigram,0.28078442105263157,0.04964792851761962,5,0,500,500,9000,500,0.0,0.0,0.0,0.05263157894736842
imdb,cf,10000,0.05,43,lora,ZScore_released_unigram,0.28078442105263157,0.04964792851761962,10,0,1000,500,8500,1000,0.0,0.0,0.0,0.10526315789473684
imdb,cf,10000,0.05,44,full,PD_KL,0.9303077894736842,0.5209571883792917,1,71,29,429,9471,100,0.71,0.142,0.23666666666666666,0.0030526315789473684
imdb,cf,10000,0.05,44,full,PD_KL,0.9303077894736842,0.5209571883792917,3,206,94,294,9406,300,0.6866666666666666,0.412,0.515,0.009894736842105263
imdb,cf,10000,0.05,44,full,PD_KL,0.9303077894736842,0.5209571883792917,5,276,224,224,9276,500,0.552,0.552,0.552,0.023578947368421053
imdb,cf,10000,0.05,44,full,PD_KL,0.9303077894736842,0.5209571883792917,10,368,632,132,8868,1000,0.368,0.736,0.49066666666666664,0.06652631578947368
imdb,cf,10000,0.05,44,full,PD_label_KL,0.9306046315789473,0.5211256154276506,1,71,29,429,9471,100,0.71,0.142,0.23666666666666666,0.0030526315789473684
imdb,cf,10000,0.05,44,full,PD_label_KL,0.9306046315789473,0.5211256154276506,3,206,94,294,9406,300,0.6866666666666666,0.412,0.515,0.009894736842105263
imdb,cf,10000,0.05,44,full,PD_label_KL,0.9306046315789473,0.5211256154276506,5,276,224,224,9276,500,0.552,0.552,0.552,0.023578947368421053
imdb,cf,10000,0.05,44,full,PD_label_KL,0.9306046315789473,0.5211256154276506,10,367,633,133,8867,1000,0.367,0.734,0.48933333333333334,0.06663157894736842
imdb,cf,10000,0.05,44,full,PD_observed,0.9973444210526315,0.9670829130696315,1,100,0,400,9500,100,1.0,0.2,0.3333333333333333,0.0
imdb,cf,10000,0.05,44,full,PD_observed,0.9973444210526315,0.9670829130696315,3,297,3,203,9497,300,0.99,0.594,0.7425,0.00031578947368421053
imdb,cf,10000,0.05,44,full,PD_observed,0.9973444210526315,0.9670829130696315,5,453,47,47,9453,500,0.906,0.906,0.906,0.004947368421052632
imdb,cf,10000,0.05,44,full,PD_observed,0.9973444210526315,0.9670829130696315,10,496,504,4,8996,1000,0.496,0.992,0.6613333333333333,0.053052631578947365
imdb,cf,10000,0.05,44,full,PD_max_abs,0.9973444210526315,0.9670829130696315,1,100,0,400,9500,100,1.0,0.2,0.3333333333333333,0.0
imdb,cf,10000,0.05,44,full,PD_max_abs,0.9973444210526315,0.9670829130696315,3,297,3,203,9497,300,0.99,0.594,0.7425,0.00031578947368421053
imdb,cf,10000,0.05,44,full,PD_max_abs,0.9973444210526315,0.9670829130696315,5,453,47,47,9453,500,0.906,0.906,0.906,0.004947368421052632
imdb,cf,10000,0.05,44,full,PD_max_abs,0.9973444210526315,0.9670829130696315,10,496,504,4,8996,1000,0.496,0.992,0.6613333333333333,0.053052631578947365
imdb,cf,10000,0.05,44,full,PD_positive_oracle,0.9996637894736842,0.9951515776184832,1,100,0,400,9500,100,1.0,0.2,0.3333333333333333,0.0
imdb,cf,10000,0.05,44,full,PD_positive_oracle,0.9996637894736842,0.9951515776184832,3,300,0,200,9500,300,1.0,0.6,0.75,0.0
imdb,cf,10000,0.05,44,full,PD_positive_oracle,0.9996637894736842,0.9951515776184832,5,486,14,14,9486,500,0.972,0.972,0.972,0.0014736842105263158
imdb,cf,10000,0.05,44,full,PD_positive_oracle,0.9996637894736842,0.9951515776184832,10,500,500,0,9000,1000,0.5,1.0,0.6666666666666666,0.05263157894736842
imdb,cf,10000,0.05,44,full,base_label_NLL,0.9294427368421053,0.5046455670490775,1,69,31,431,9469,100,0.69,0.138,0.23,0.003263157894736842
imdb,cf,10000,0.05,44,full,base_label_NLL,0.9294427368421053,0.5046455670490775,3,199,101,301,9399,300,0.6633333333333333,0.398,0.4975,0.01063157894736842
imdb,cf,10000,0.05,44,full,base_label_NLL,0.9294427368421053,0.5046455670490775,5,275,225,225,9275,500,0.55,0.55,0.55,0.02368421052631579
imdb,cf,10000,0.05,44,full,base_label_NLL,0.9294427368421053,0.5046455670490775,10,365,635,135,8865,1000,0.365,0.73,0.4866666666666667,0.0668421052631579
imdb,cf,10000,0.05,44,full,adapted_label_NLL,0.015630105263157893,0.025601059641076982,1,0,100,500,9400,100,0.0,0.0,0.0,0.010526315789473684
imdb,cf,10000,0.05,44,full,adapted_label_NLL,0.015630105263157893,0.025601059641076982,3,0,300,500,9200,300,0.0,0.0,0.0,0.031578947368421054
imdb,cf,10000,0.05,44,full,adapted_label_NLL,0.015630105263157893,0.025601059641076982,5,0,500,500,9000,500,0.0,0.0,0.0,0.05263157894736842
imdb,cf,10000,0.05,44,full,adapted_label_NLL,0.015630105263157893,0.025601059641076982,10,0,1000,500,8500,1000,0.0,0.0,0.0,0.10526315789473684
imdb,cf,10000,0.05,44,full,ZScore_token,0.7903684210526316,0.20064205457463885,1,0,100,500,9400,100,0.0,0.0,0.0,0.010526315789473684
imdb,cf,10000,0.05,44,full,ZScore_token,0.7903684210526316,0.20064205457463885,3,0,300,500,9200,300,0.0,0.0,0.0,0.031578947368421054
imdb,cf,10000,0.05,44,full,ZScore_token,0.7903684210526316,0.20064205457463885,5,0,500,500,9000,500,0.0,0.0,0.0,0.05263157894736842
imdb,cf,10000,0.05,44,full,ZScore_token,0.7903684210526316,0.20064205457463885,10,0,1000,500,8500,1000,0.0,0.0,0.0,0.10526315789473684
imdb,cf,10000,0.05,44,full,ZScore_released_unigram,0.2820585263157895,0.04972261967623414,1,0,100,500,9400,100,0.0,0.0,0.0,0.010526315789473684
imdb,cf,10000,0.05,44,full,ZScore_released_unigram,0.2820585263157895,0.04972261967623414,3,0,300,500,9200,300,0.0,0.0,0.0,0.031578947368421054
imdb,cf,10000,0.05,44,full,ZScore_released_unigram,0.2820585263157895,0.04972261967623414,5,0,500,500,9000,500,0.0,0.0,0.0,0.05263157894736842
imdb,cf,10000,0.05,44,full,ZScore_released_unigram,0.2820585263157895,0.04972261967623414,10,0,1000,500,8500,1000,0.0,0.0,0.0,0.10526315789473684
imdb,cf,10000,0.05,44,lora,PD_KL,0.9823444210526316,0.9223857808729863,1,100,0,400,9500,100,1.0,0.2,0.3333333333333333,0.0
imdb,cf,10000,0.05,44,lora,PD_KL,0.9823444210526316,0.9223857808729863,3,300,0,200,9500,300,1.0,0.6,0.75,0.0
imdb,cf,10000,0.05,44,lora,PD_KL,0.9823444210526316,0.9223857808729863,5,432,68,68,9432,500,0.864,0.864,0.864,0.007157894736842105
imdb,cf,10000,0.05,44,lora,PD_KL,0.9823444210526316,0.9223857808729863,10,467,533,33,8967,1000,0.467,0.934,0.6226666666666667,0.056105263157894734
imdb,cf,10000,0.05,44,lora,PD_label_KL,0.9835117894736842,0.9226367084902131,1,100,0,400,9500,100,1.0,0.2,0.3333333333333333,0.0
imdb,cf,10000,0.05,44,lora,PD_label_KL,0.9835117894736842,0.9226367084902131,3,300,0,200,9500,300,1.0,0.6,0.75,0.0
imdb,cf,10000,0.05,44,lora,PD_label_KL,0.9835117894736842,0.9226367084902131,5,432,68,68,9432,500,0.864,0.864,0.864,0.007157894736842105
imdb,cf,10000,0.05,44,lora,PD_label_KL,0.9835117894736842,0.9226367084902131,10,467,533,33,8967,1000,0.467,0.934,0.6226666666666667,0.056105263157894734
imdb,cf,10000,0.05,44,lora,PD_observed,0.9944995789473684,0.9634140446425463,1,100,0,400,9500,100,1.0,0.2,0.3333333333333333,0.0
imdb,cf,10000,0.05,44,lora,PD_observed,0.9944995789473684,0.9634140446425463,3,300,0,200,9500,300,1.0,0.6,0.75,0.0
imdb,cf,10000,0.05,44,lora,PD_observed,0.9944995789473684,0.9634140446425463,5,458,42,42,9458,500,0.916,0.916,0.916,0.004421052631578947
imdb,cf,10000,0.05,44,lora,PD_observed,0.9944995789473684,0.9634140446425463,10,489,511,11,8989,1000,0.489,0.978,0.652,0.053789473684210526
imdb,cf,10000,0.05,44,lora,PD_max_abs,0.9939058947368421,0.9627108617334607,1,100,0,400,9500,100,1.0,0.2,0.3333333333333333,0.0
imdb,cf,10000,0.05,44,lora,PD_max_abs,0.9939058947368421,0.9627108617334607,3,300,0,200,9500,300,1.0,0.6,0.75,0.0
imdb,cf,10000,0.05,44,lora,PD_max_abs,0.9939058947368421,0.9627108617334607,5,457,43,43,9457,500,0.914,0.914,0.914,0.004526315789473684
imdb,cf,10000,0.05,44,lora,PD_max_abs,0.9939058947368421,0.9627108617334607,10,489,511,11,8989,1000,0.489,0.978,0.652,0.053789473684210526
imdb,cf,10000,0.05,44,lora,PD_positive_oracle,0.9963492631578947,0.9679234806070894,1,100,0,400,9500,100,1.0,0.2,0.3333333333333333,0.0
imdb,cf,10000,0.05,44,lora,PD_positive_oracle,0.9963492631578947,0.9679234806070894,3,300,0,200,9500,300,1.0,0.6,0.75,0.0
imdb,cf,10000,0.05,44,lora,PD_positive_oracle,0.9963492631578947,0.9679234806070894,5,458,42,42,9458,500,0.916,0.916,0.916,0.004421052631578947
imdb,cf,10000,0.05,44,lora,PD_positive_oracle,0.9963492631578947,0.9679234806070894,10,492,508,8,8992,1000,0.492,0.984,0.656,0.05347368421052632
imdb,cf,10000,0.05,44,lora,base_label_NLL,0.9294427368421053,0.5046455670490775,1,69,31,431,9469,100,0.69,0.138,0.23,0.003263157894736842
imdb,cf,10000,0.05,44,lora,base_label_NLL,0.9294427368421053,0.5046455670490775,3,199,101,301,9399,300,0.6633333333333333,0.398,0.4975,0.01063157894736842
imdb,cf,10000,0.05,44,lora,base_label_NLL,0.9294427368421053,0.5046455670490775,5,275,225,225,9275,500,0.55,0.55,0.55,0.02368421052631579
imdb,cf,10000,0.05,44,lora,base_label_NLL,0.9294427368421053,0.5046455670490775,10,365,635,135,8865,1000,0.365,0.73,0.4866666666666667,0.0668421052631579
imdb,cf,10000,0.05,44,lora,adapted_label_NLL,0.46232442105263155,0.04343651250761939,1,0,100,500,9400,100,0.0,0.0,0.0,0.010526315789473684
imdb,cf,10000,0.05,44,lora,adapted_label_NLL,0.46232442105263155,0.04343651250761939,3,0,300,500,9200,300,0.0,0.0,0.0,0.031578947368421054
imdb,cf,10000,0.05,44,lora,adapted_label_NLL,0.46232442105263155,0.04343651250761939,5,0,500,500,9000,500,0.0,0.0,0.0,0.05263157894736842
imdb,cf,10000,0.05,44,lora,adapted_label_NLL,0.46232442105263155,0.04343651250761939,10,0,1000,500,8500,1000,0.0,0.0,0.0,0.10526315789473684
imdb,cf,10000,0.05,44,lora,ZScore_token,0.7903684210526316,0.20064205457463885,1,0,100,500,9400,100,0.0,0.0,0.0,0.010526315789473684
imdb,cf,10000,0.05,44,lora,ZScore_token,0.7903684210526316,0.20064205457463885,3,0,300,500,9200,300,0.0,0.0,0.0,0.031578947368421054
imdb,cf,10000,0.05,44,lora,ZScore_token,0.7903684210526316,0.20064205457463885,5,0,500,500,9000,500,0.0,0.0,0.0,0.05263157894736842
imdb,cf,10000,0.05,44,lora,ZScore_token,0.7903684210526316,0.20064205457463885,10,0,1000,500,8500,1000,0.0,0.0,0.0,0.10526315789473684
imdb,cf,10000,0.05,44,lora,ZScore_released_unigram,0.2820585263157895,0.04972261967623414,1,0,100,500,9400,100,0.0,0.0,0.0,0.010526315789473684
imdb,cf,10000,0.05,44,lora,ZScore_released_unigram,0.2820585263157895,0.04972261967623414,3,0,300,500,9200,300,0.0,0.0,0.0,0.031578947368421054
imdb,cf,10000,0.05,44,lora,ZScore_released_unigram,0.2820585263157895,0.04972261967623414,5,0,500,500,9000,500,0.0,0.0,0.0,0.05263157894736842
imdb,cf,10000,0.05,44,lora,ZScore_released_unigram,0.2820585263157895,0.04972261967623414,10,0,1000,500,8500,1000,0.0,0.0,0.0,0.10526315789473684
imdb,cf,10000,0.0,42,full,PD_KL,,,1,0,100,0,9900,100,0.0,,0.0,0.01
imdb,cf,10000,0.0,42,full,PD_KL,,,3,0,300,0,9700,300,0.0,,0.0,0.03
imdb,cf,10000,0.0,42,full,PD_KL,,,5,0,500,0,9500,500,0.0,,0.0,0.05
imdb,cf,10000,0.0,42,full,PD_KL,,,10,0,1000,0,9000,1000,0.0,,0.0,0.1
imdb,cf,10000,0.0,42,full,PD_label_KL,,,1,0,100,0,9900,100,0.0,,0.0,0.01
imdb,cf,10000,0.0,42,full,PD_label_KL,,,3,0,300,0,9700,300,0.0,,0.0,0.03
imdb,cf,10000,0.0,42,full,PD_label_KL,,,5,0,500,0,9500,500,0.0,,0.0,0.05
imdb,cf,10000,0.0,42,full,PD_label_KL,,,10,0,1000,0,9000,1000,0.0,,0.0,0.1
imdb,cf,10000,0.0,42,full,PD_observed,,,1,0,100,0,9900,100,0.0,,0.0,0.01
imdb,cf,10000,0.0,42,full,PD_observed,,,3,0,300,0,9700,300,0.0,,0.0,0.03
imdb,cf,10000,0.0,42,full,PD_observed,,,5,0,500,0,9500,500,0.0,,0.0,0.05
imdb,cf,10000,0.0,42,full,PD_observed,,,10,0,1000,0,9000,1000,0.0,,0.0,0.1
imdb,cf,10000,0.0,42,full,PD_max_abs,,,1,0,100,0,9900,100,0.0,,0.0,0.01
imdb,cf,10000,0.0,42,full,PD_max_abs,,,3,0,300,0,9700,300,0.0,,0.0,0.03
imdb,cf,10000,0.0,42,full,PD_max_abs,,,5,0,500,0,9500,500,0.0,,0.0,0.05
imdb,cf,10000,0.0,42,full,PD_max_abs,,,10,0,1000,0,9000,1000,0.0,,0.0,0.1
imdb,cf,10000,0.0,42,full,PD_positive_oracle,,,1,0,100,0,9900,100,0.0,,0.0,0.01
imdb,cf,10000,0.0,42,full,PD_positive_oracle,,,3,0,300,0,9700,300,0.0,,0.0,0.03
imdb,cf,10000,0.0,42,full,PD_positive_oracle,,,5,0,500,0,9500,500,0.0,,0.0,0.05
imdb,cf,10000,0.0,42,full,PD_positive_oracle,,,10,0,1000,0,9000,1000,0.0,,0.0,0.1
imdb,cf,10000,0.0,42,full,base_label_NLL,,,1,0,100,0,9900,100,0.0,,0.0,0.01
imdb,cf,10000,0.0,42,full,base_label_NLL,,,3,0,300,0,9700,300,0.0,,0.0,0.03
imdb,cf,10000,0.0,42,full,base_label_NLL,,,5,0,500,0,9500,500,0.0,,0.0,0.05
imdb,cf,10000,0.0,42,full,base_label_NLL,,,10,0,1000,0,9000,1000,0.0,,0.0,0.1
imdb,cf,10000,0.0,42,full,adapted_label_NLL,,,1,0,100,0,9900,100,0.0,,0.0,0.01
imdb,cf,10000,0.0,42,full,adapted_label_NLL,,,3,0,300,0,9700,300,0.0,,0.0,0.03
imdb,cf,10000,0.0,42,full,adapted_label_NLL,,,5,0,500,0,9500,500,0.0,,0.0,0.05
imdb,cf,10000,0.0,42,full,adapted_label_NLL,,,10,0,1000,0,9000,1000,0.0,,0.0,0.1
imdb,cf,10000,0.0,42,full,ZScore_token,,,1,0,100,0,9900,100,0.0,,0.0,0.01
imdb,cf,10000,0.0,42,full,ZScore_token,,,3,0,300,0,9700,300,0.0,,0.0,0.03
imdb,cf,10000,0.0,42,full,ZScore_token,,,5,0,500,0,9500,500,0.0,,0.0,0.05
imdb,cf,10000,0.0,42,full,ZScore_token,,,10,0,1000,0,9000,1000,0.0,,0.0,0.1
imdb,cf,10000,0.0,42,full,ZScore_released_unigram,,,1,0,100,0,9900,100,0.0,,0.0,0.01
imdb,cf,10000,0.0,42,full,ZScore_released_unigram,,,3,0,300,0,9700,300,0.0,,0.0,0.03
imdb,cf,10000,0.0,42,full,ZScore_released_unigram,,,5,0,500,0,9500,500,0.0,,0.0,0.05
imdb,cf,10000,0.0,42,full,ZScore_released_unigram,,,10,0,1000,0,9000,1000,0.0,,0.0,0.1
imdb,cf,10000,0.0,42,lora,PD_KL,,,1,0,100,0,9900,100,0.0,,0.0,0.01
imdb,cf,10000,0.0,42,lora,PD_KL,,,3,0,300,0,9700,300,0.0,,0.0,0.03
imdb,cf,10000,0.0,42,lora,PD_KL,,,5,0,500,0,9500,500,0.0,,0.0,0.05
imdb,cf,10000,0.0,42,lora,PD_KL,,,10,0,1000,0,9000,1000,0.0,,0.0,0.1
imdb,cf,10000,0.0,42,lora,PD_label_KL,,,1,0,100,0,9900,100,0.0,,0.0,0.01
imdb,cf,10000,0.0,42,lora,PD_label_KL,,,3,0,300,0,9700,300,0.0,,0.0,0.03
imdb,cf,10000,0.0,42,lora,PD_label_KL,,,5,0,500,0,9500,500,0.0,,0.0,0.05
imdb,cf,10000,0.0,42,lora,PD_label_KL,,,10,0,1000,0,9000,1000,0.0,,0.0,0.1
imdb,cf,10000,0.0,42,lora,PD_observed,,,1,0,100,0,9900,100,0.0,,0.0,0.01
imdb,cf,10000,0.0,42,lora,PD_observed,,,3,0,300,0,9700,300,0.0,,0.0,0.03
imdb,cf,10000,0.0,42,lora,PD_observed,,,5,0,500,0,9500,500,0.0,,0.0,0.05
imdb,cf,10000,0.0,42,lora,PD_observed,,,10,0,1000,0,9000,1000,0.0,,0.0,0.1
imdb,cf,10000,0.0,42,lora,PD_max_abs,,,1,0,100,0,9900,100,0.0,,0.0,0.01
imdb,cf,10000,0.0,42,lora,PD_max_abs,,,3,0,300,0,9700,300,0.0,,0.0,0.03
imdb,cf,10000,0.0,42,lora,PD_max_abs,,,5,0,500,0,9500,500,0.0,,0.0,0.05
imdb,cf,10000,0.0,42,lora,PD_max_abs,,,10,0,1000,0,9000,1000,0.0,,0.0,0.1
imdb,cf,10000,0.0,42,lora,PD_positive_oracle,,,1,0,100,0,9900,100,0.0,,0.0,0.01
imdb,cf,10000,0.0,42,lora,PD_positive_oracle,,,3,0,300,0,9700,300,0.0,,0.0,0.03
imdb,cf,10000,0.0,42,lora,PD_positive_oracle,,,5,0,500,0,9500,500,0.0,,0.0,0.05
imdb,cf,10000,0.0,42,lora,PD_positive_oracle,,,10,0,1000,0,9000,1000,0.0,,0.0,0.1
imdb,cf,10000,0.0,42,lora,base_label_NLL,,,1,0,100,0,9900,100,0.0,,0.0,0.01
imdb,cf,10000,0.0,42,lora,base_label_NLL,,,3,0,300,0,9700,300,0.0,,0.0,0.03
imdb,cf,10000,0.0,42,lora,base_label_NLL,,,5,0,500,0,9500,500,0.0,,0.0,0.05
imdb,cf,10000,0.0,42,lora,base_label_NLL,,,10,0,1000,0,9000,1000,0.0,,0.0,0.1
imdb,cf,10000,0.0,42,lora,adapted_label_NLL,,,1,0,100,0,9900,100,0.0,,0.0,0.01
imdb,cf,10000,0.0,42,lora,adapted_label_NLL,,,3,0,300,0,9700,300,0.0,,0.0,0.03
imdb,cf,10000,0.0,42,lora,adapted_label_NLL,,,5,0,500,0,9500,500,0.0,,0.0,0.05
imdb,cf,10000,0.0,42,lora,adapted_label_NLL,,,10,0,1000,0,9000,1000,0.0,,0.0,0.1
imdb,cf,10000,0.0,42,lora,ZScore_token,,,1,0,100,0,9900,100,0.0,,0.0,0.01
imdb,cf,10000,0.0,42,lora,ZScore_token,,,3,0,300,0,9700,300,0.0,,0.0,0.03
imdb,cf,10000,0.0,42,lora,ZScore_token,,,5,0,500,0,9500,500,0.0,,0.0,0.05
imdb,cf,10000,0.0,42,lora,ZScore_token,,,10,0,1000,0,9000,1000,0.0,,0.0,0.1
imdb,cf,10000,0.0,42,lora,ZScore_released_unigram,,,1,0,100,0,9900,100,0.0,,0.0,0.01
imdb,cf,10000,0.0,42,lora,ZScore_released_unigram,,,3,0,300,0,9700,300,0.0,,0.0,0.03
imdb,cf,10000,0.0,42,lora,ZScore_released_unigram,,,5,0,500,0,9500,500,0.0,,0.0,0.05
imdb,cf,10000,0.0,42,lora,ZScore_released_unigram,,,10,0,1000,0,9000,1000,0.0,,0.0,0.1
imdb,cf,10000,0.0,43,full,PD_KL,,,1,0,100,0,9900,100,0.0,,0.0,0.01
imdb,cf,10000,0.0,43,full,PD_KL,,,3,0,300,0,9700,300,0.0,,0.0,0.03
imdb,cf,10000,0.0,43,full,PD_KL,,,5,0,500,0,9500,500,0.0,,0.0,0.05
imdb,cf,10000,0.0,43,full,PD_KL,,,10,0,1000,0,9000,1000,0.0,,0.0,0.1
imdb,cf,10000,0.0,43,full,PD_label_KL,,,1,0,100,0,9900,100,0.0,,0.0,0.01
imdb,cf,10000,0.0,43,full,PD_label_KL,,,3,0,300,0,9700,300,0.0,,0.0,0.03
imdb,cf,10000,0.0,43,full,PD_label_KL,,,5,0,500,0,9500,500,0.0,,0.0,0.05
imdb,cf,10000,0.0,43,full,PD_label_KL,,,10,0,1000,0,9000,1000,0.0,,0.0,0.1
imdb,cf,10000,0.0,43,full,PD_observed,,,1,0,100,0,9900,100,0.0,,0.0,0.01
imdb,cf,10000,0.0,43,full,PD_observed,,,3,0,300,0,9700,300,0.0,,0.0,0.03
imdb,cf,10000,0.0,43,full,PD_observed,,,5,0,500,0,9500,500,0.0,,0.0,0.05
imdb,cf,10000,0.0,43,full,PD_observed,,,10,0,1000,0,9000,1000,0.0,,0.0,0.1
imdb,cf,10000,0.0,43,full,PD_max_abs,,,1,0,100,0,9900,100,0.0,,0.0,0.01
imdb,cf,10000,0.0,43,full,PD_max_abs,,,3,0,300,0,9700,300,0.0,,0.0,0.03
imdb,cf,10000,0.0,43,full,PD_max_abs,,,5,0,500,0,9500,500,0.0,,0.0,0.05
imdb,cf,10000,0.0,43,full,PD_max_abs,,,10,0,1000,0,9000,1000,0.0,,0.0,0.1
imdb,cf,10000,0.0,43,full,PD_positive_oracle,,,1,0,100,0,9900,100,0.0,,0.0,0.01
imdb,cf,10000,0.0,43,full,PD_positive_oracle,,,3,0,300,0,9700,300,0.0,,0.0,0.03
imdb,cf,10000,0.0,43,full,PD_positive_oracle,,,5,0,500,0,9500,500,0.0,,0.0,0.05
imdb,cf,10000,0.0,43,full,PD_positive_oracle,,,10,0,1000,0,9000,1000,0.0,,0.0,0.1
imdb,cf,10000,0.0,43,full,base_label_NLL,,,1,0,100,0,9900,100,0.0,,0.0,0.01
imdb,cf,10000,0.0,43,full,base_label_NLL,,,3,0,300,0,9700,300,0.0,,0.0,0.03
